unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date
52017152,2021-09-28T13:39:27.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11373,43-31 ITHACA STREET,ITHACA STREET,ADDRESS,Elmhurst,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,04 QUEENS,4015700046,QUEENS,1018432,210147,PHONE,Unspecified,QUEENS,40.74341551162074,-73.87664388410337,"{'latitude': '40.74341551162074', 'longitude': '-73.87664388410337', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52020052,2021-09-28T13:41:48.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10030,315 WEST  138 STREET,WEST  138 STREET,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,10 MANHATTAN,1020410040,MANHATTAN,999244,237565,PHONE,Unspecified,MANHATTAN,40.81872398618723,-73.94582838375905,"{'latitude': '40.81872398618723', 'longitude': '-73.94582838375905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52023746,2021-09-28T13:41:49.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11212,579 CHESTER STREET,CHESTER STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,16 BROOKLYN,3036250023,BROOKLYN,1009639,178708,PHONE,Unspecified,BROOKLYN,40.65715247700276,-73.90849458385075,"{'latitude': '40.65715247700276', 'longitude': '-73.90849458385075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52018398,2021-09-28T13:41:58.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10456,1363 FRANKLIN AVENUE,FRANKLIN AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,03 BRONX,2029310073,BRONX,1011685,242852,PHONE,Unspecified,BRONX,40.83320540910321,-73.90085887719049,"{'latitude': '40.83320540910321', 'longitude': '-73.90085887719049', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52019803,2021-09-28T13:42:47.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11226,125 EAST   18 STREET,EAST   18 STREET,ADDRESS,BROOKLYN,Open,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2021-09-28T00:00:00.000,14 BROOKLYN,3050990074,BROOKLYN,994570,175406,PHONE,Unspecified,BROOKLYN,40.64811959183956,-73.96281035478435,"{'latitude': '40.64811959183956', 'longitude': '-73.96281035478435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52016052,2021-09-28T13:44:58.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11225,377 MONTGOMERY STREET,MONTGOMERY STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,09 BROOKLYN,3012960052,BROOKLYN,997566,181727,ONLINE,Unspecified,BROOKLYN,40.66546535036319,-73.95200134641678,"{'latitude': '40.66546535036319', 'longitude': '-73.95200134641678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52017114,2021-09-28T13:44:59.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10456,1363 FRANKLIN AVENUE,FRANKLIN AVENUE,ADDRESS,BRONX,Open,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2021-09-28T00:00:00.000,03 BRONX,2029310073,BRONX,1011685,242852,PHONE,Unspecified,BRONX,40.83320540910321,-73.90085887719049,"{'latitude': '40.83320540910321', 'longitude': '-73.90085887719049', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52018471,2021-09-28T13:45:12.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10034,674 ACADEMY STREET,ACADEMY STREET,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,12 MANHATTAN,1022370047,MANHATTAN,1004908,255083,PHONE,Unspecified,MANHATTAN,40.866794324578265,-73.92531104058831,"{'latitude': '40.866794324578265', 'longitude': '-73.92531104058831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52014712,2021-09-28T13:47:59.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11237,330 STARR STREET,STARR STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,04 BROOKLYN,3032010014,BROOKLYN,1006336,197183,ONLINE,Unspecified,BROOKLYN,40.70787097816645,-73.92033848482913,"{'latitude': '40.70787097816645', 'longitude': '-73.92033848482913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52018337,2021-09-28T13:47:59.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10460,2075 BOSTON ROAD,BOSTON ROAD,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,06 BRONX,2031320001,BRONX,1017817,245993,ONLINE,Unspecified,BRONX,40.84180535769116,-73.87868413951,"{'latitude': '40.84180535769116', 'longitude': '-73.87868413951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52021253,2021-09-28T13:48:04.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11215,506 11 STREET,11 STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,06 BROOKLYN,3010960014,BROOKLYN,989263,181688,ONLINE,Unspecified,BROOKLYN,40.66536689843061,-73.98193024294598,"{'latitude': '40.66536689843061', 'longitude': '-73.98193024294598', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52024000,2021-09-28T13:48:35.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10025,622 WEST  114 STREET,WEST  114 STREET,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,09 MANHATTAN,1018950069,MANHATTAN,993678,233347,PHONE,Unspecified,MANHATTAN,40.80715444696788,-73.96594363066384,"{'latitude': '40.80715444696788', 'longitude': '-73.96594363066384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52023917,2021-09-28T13:48:47.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10451,635 MORRIS AVENUE,MORRIS AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,01 BRONX,2024410001,BRONX,1005851,237735,PHONE,Unspecified,BRONX,40.819176902747174,-73.92195750789203,"{'latitude': '40.819176902747174', 'longitude': '-73.92195750789203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52015837,2021-09-28T13:51:38.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11368,54-23 108 STREET,108 STREET,ADDRESS,Corona,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,04 QUEENS,4019550017,QUEENS,1024666,209564,ONLINE,Unspecified,QUEENS,40.74178903129622,-73.8541501454865,"{'latitude': '40.74178903129622', 'longitude': '-73.8541501454865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52021367,2021-09-28T13:51:42.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10452,1262 NELSON AVENUE,NELSON AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,04 BRONX,2025170015,BRONX,1005162,244980,PHONE,Unspecified,BRONX,40.83906400548086,-73.92442421904487,"{'latitude': '40.83906400548086', 'longitude': '-73.92442421904487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52023993,2021-09-28T13:51:42.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11693,211 BEACH   96 STREET,BEACH   96 STREET,ADDRESS,Far Rockaway,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,14 QUEENS,4161520073,QUEENS,1034755,152635,ONLINE,Unspecified,QUEENS,40.58548005481142,-73.81816835359457,"{'latitude': '40.58548005481142', 'longitude': '-73.81816835359457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52020066,2021-09-28T13:54:41.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11225,348 ROGERS AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,09 BROOKLYN,3013040135,BROOKLYN,997076,181495,ONLINE,Unspecified,BROOKLYN,40.664829285331344,-73.95376803408462,"{'latitude': '40.664829285331344', 'longitude': '-73.95376803408462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52017262,2021-09-28T13:55:07.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,11372,34-33 90 STREET,90 STREET,ADDRESS,Jackson Heights,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,03 QUEENS,4014510047,QUEENS,1018218,213805,PHONE,Unspecified,QUEENS,40.75345661560227,-73.87739769071139,"{'latitude': '40.75345661560227', 'longitude': '-73.87739769071139', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52021190,2021-09-28T13:55:27.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10457,346 EAST  173 STREET,EAST  173 STREET,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,04 BRONX,2027900018,BRONX,1010426,246593,PHONE,Unspecified,BRONX,40.84347718308043,-73.90539388764516,"{'latitude': '40.84347718308043', 'longitude': '-73.90539388764516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52022655,2021-09-28T13:57:53.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10280,50 BATTERY PLACE,BATTERY PLACE,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,01 MANHATTAN,1000160015,MANHATTAN,979286,196595,PHONE,Unspecified,MANHATTAN,40.70628322913576,-74.01790411531843,"{'latitude': '40.70628322913576', 'longitude': '-74.01790411531843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52021114,2021-09-28T13:57:55.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10452,1262 NELSON AVENUE,NELSON AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,04 BRONX,2025170015,BRONX,1005162,244980,PHONE,Unspecified,BRONX,40.83906400548086,-73.92442421904487,"{'latitude': '40.83906400548086', 'longitude': '-73.92442421904487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52021404,2021-09-28T13:57:57.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11226,1620 CATON AVENUE,CATON AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,14 BROOKLYN,3050770006,BROOKLYN,994034,176398,PHONE,Unspecified,BROOKLYN,40.65084302479186,-73.96474047085513,"{'latitude': '40.65084302479186', 'longitude': '-73.96474047085513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52023747,2021-09-28T13:58:22.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,11354,147-15 NORTHERN BOULEVARD,NORTHERN BOULEVARD,ADDRESS,Flushing,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,07 QUEENS,4050050064,QUEENS,1034360,218105,PHONE,Unspecified,QUEENS,40.765182244615715,-73.81910369486208,"{'latitude': '40.765182244615715', 'longitude': '-73.81910369486208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52017061,2021-09-28T13:58:53.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10025,964 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,07 MANHATTAN,1018790031,MANHATTAN,993922,231227,PHONE,Unspecified,MANHATTAN,40.80133536650071,-73.96506529386701,"{'latitude': '40.80133536650071', 'longitude': '-73.96506529386701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52021055,2021-09-28T14:01:33.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10454,350 ST ANNS AVENUE,ST ANNS AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-28T00:00:00.000,01 BRONX,2025560002,BRONX,1007572,234203,ONLINE,Unspecified,BRONX,40.80947817793993,-73.91575196452845,"{'latitude': '40.80947817793993', 'longitude': '-73.91575196452845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
